replicate,attempt_id,n_sampled_group_draws,n_unique_sampled_groups,n_sampled_trials,n_genuine,n_impostor,x_vector_eer,x_vector_auc,x_vector_min_dcf,x_vector_cllr,x_vector_cllr_min,x_vector_calibration_loss,ecapa_tdnn_eer,ecapa_tdnn_auc,ecapa_tdnn_min_dcf,ecapa_tdnn_cllr,ecapa_tdnn_cllr_min,ecapa_tdnn_calibration_loss,difference_eer,difference_auc,difference_min_dcf,difference_cllr,difference_cllr_min,difference_calibration_loss
473,473,87,56,23965,11121,12844,0.15400186857676737,0.9280772302778213,0.29999798233138375,0.5041159095714389,0.4773264147717923,0.02678949479964665,0.05790846146929233,0.9877319447292657,0.11513032753076483,0.2092174605510636,0.2009919101664055,0.008225550384658109,0.09609340710747505,-0.059654714451444435,0.18486765480061892,0.2948984490203753,0.2763345046053868,0.018563944414988542
474,474,87,53,22884,10135,12749,0.16056161267550395,0.9169437397084609,0.3155232117608458,0.5537380334985716,0.517886983066727,0.03585105043184467,0.046965959546127284,0.9907299344951864,0.08995646388470527,0.1857824755464782,0.17305189638155255,0.012730579164925648,0.11359565312937667,-0.07378619478672555,0.22556674787614053,0.36795555795209345,0.34483508668517443,0.023120471266919018
475,475,87,57,25203,11968,13235,0.14650547789950888,0.9272090516152884,0.28324982348092587,0.519745166435043,0.4817875863247678,0.03795758011027517,0.041193181818181816,0.9926029574647113,0.08087402573592545,0.16979518969641083,0.15405440583646068,0.015740783859950147,0.10531229608132706,-0.06539390584942284,0.20237579774500042,0.34994997673863215,0.32773318048830713,0.02221679625032502
476,476,87,54,25127,12177,12950,0.17902603268456926,0.9036127543444616,0.34983131373375276,0.5810044156455281,0.5516527969776555,0.029351618667872614,0.06109879280610988,0.9861567268884341,0.11931408126530077,0.22564522478701105,0.22143411407023753,0.0042111107167735196,0.11792723987845938,-0.0825439725439725,0.230517232468452,0.355359190858517,0.33021868290741796,0.025140507951099095
477,477,87,55,23354,10371,12983,0.17014557498266963,0.9056649686895764,0.33162244096110105,0.5936600462567763,0.53586199377043,0.057798052486346285,0.036929900684601294,0.9934746113668014,0.07273114386849441,0.15509402566541902,0.14065062503537207,0.014443400630046954,0.13321567429806835,-0.08780964267722502,0.2588912970926066,0.43856602059135724,0.3952113687350579,0.04335465185629933
478,478,87,50,24219,11000,13219,0.15893789242756637,0.9235933917432897,0.3120967959342269,0.5259183113400011,0.49710230124197285,0.028816010098028255,0.04614569937211589,0.9910859712947617,0.09100746858860181,0.18038115479734926,0.1702861162893362,0.010095038508013049,0.11279219305545048,-0.06749257955147203,0.2210893273456251,0.3455371565426518,0.32681618495263665,0.018720971590015206
479,479,87,53,25510,12078,13432,0.17266148770884324,0.9078298238341784,0.3422879460003919,0.5694306546988452,0.539266361195923,0.030164293502922268,0.037589004802119554,0.9934057090791925,0.07428538502118599,0.15706682249059384,0.14502691309307544,0.012039909397518395,0.1350724829067237,-0.08557588524501403,0.26800256097920594,0.4123638322082514,0.3942394481028475,0.018124384105403873
480,480,87,55,26737,13417,13320,0.16974474474474474,0.9137536144253369,0.3334238184670472,0.5544625480882925,0.5280973020047,0.026365246083592586,0.05548048048048048,0.9880888472134652,0.11071163583647745,0.20917821632679495,0.20527573492403034,0.0039024814027646126,0.11426426426426425,-0.07433523278812837,0.22271218263056977,0.3452843317614976,0.3228215670806696,0.022462764680827974
481,481,87,54,26162,13276,12886,0.1987797529376318,0.8917504239204834,0.3887614226818654,0.600241451338222,0.5736591023860477,0.026582348952174373,0.05822536908707442,0.9872377850552815,0.11563398307273504,0.21702579492079382,0.21280366960854885,0.004222125312244973,0.14055438385055738,-0.09548736113479805,0.2731274396091304,0.3832156564174282,0.3608554327774988,0.0223602236399294
482,482,87,50,27641,14055,13586,0.14433976151921096,0.9373890390755797,0.28485138849328173,0.4757121913373811,0.4556663315380365,0.02004585979934459,0.052508004268943434,0.9898601124486079,0.10174955667999624,0.1942982533828131,0.18991016887224885,0.004388084510564244,0.09183175725026753,-0.052471073373028254,0.1831018318132855,0.281413937954568,0.2657561626657876,0.015657775288780346
483,483,87,51,29615,15921,13694,0.1712832108535896,0.9072708930055893,0.33619433131604315,0.5848390029161534,0.5432291016743582,0.0416099012417952,0.05608944161798882,0.9878542927473057,0.11151212995426786,0.21200879961997243,0.20603947577484763,0.005969323845124802,0.11519376923560079,-0.08058339974171647,0.2246822013617753,0.372830203296181,0.3371896258995106,0.0356405773966704
484,484,87,58,27126,14784,12342,0.19771374458874458,0.891252578150594,0.3895460043521541,0.615357857186625,0.5933412477658601,0.022016609420764888,0.07624372062874736,0.9791769262175194,0.15196476317799845,0.27441768858246884,0.26707963277233904,0.007338055810129807,0.12147002395999722,-0.0879243480669254,0.23758124117415563,0.3409401686041561,0.326261614993521,0.014678553610635081
485,485,87,52,26635,13311,13324,0.19701290903632543,0.8833076550024052,0.3867548279964558,0.6570689053634065,0.6033854707240747,0.053683434639331784,0.06460821876643377,0.9843916152620785,0.12682017484359853,0.23693674433707546,0.23224824611988554,0.004688498217189918,0.13240469026989166,-0.10108396025967337,0.25993465315285724,0.420132161026331,0.37113722460418913,0.048994936422141866
486,486,87,58,26675,14009,12666,0.18331072881718896,0.9002412104591309,0.3623477618891476,0.5997540502382588,0.5681898089170746,0.03156424132118418,0.08030551788136198,0.9773951936133813,0.15997073321286534,0.29359470771354,0.2851505142648218,0.008444193448718218,0.10300521093582699,-0.07715398315425048,0.20237702867628224,0.30615934252471877,0.2830392946522528,0.023120047872465965
487,487,87,52,26568,13735,12833,0.16847190836125614,0.9125621169553115,0.3295459118341124,0.5568824968914301,0.5214501887309425,0.03543230816048759,0.05016381507098653,0.9900728835727398,0.09901804001111872,0.1937915897258751,0.18032295337960014,0.01346863634627496,0.11830809329026962,-0.07751076661742828,0.2305278718229937,0.36309090716555503,0.3411272353513424,0.021963671814212632
488,488,87,55,26167,13061,13106,0.1571036166641233,0.922886725055271,0.3119650106282097,0.5321250799865687,0.5030468076895521,0.02907827229701654,0.042194414771860214,0.9920474579288374,0.08326442920939138,0.16854584397456282,0.15906681047558902,0.009479033498973805,0.1149092018922631,-0.06916073287356639,0.22870058141881833,0.3635792360120058,0.3439799972139631,0.019599238798042734
489,489,87,56,29191,15944,13247,0.2002634219769192,0.8854895210348017,0.3979816871316536,0.6420060252502712,0.6093661074500885,0.032639917800182716,0.0711859288895599,0.9817374417314986,0.14009439640235502,0.2772835293099993,0.26220010625573287,0.01508342305426641,0.12907749308735933,-0.09624792069669685,0.2578872907292986,0.3647224959402719,0.3471660011943556,0.017556494745916307
490,490,87,59,27859,14047,13812,0.1750551719228305,0.910351003790572,0.3470824313255089,0.5640526443221562,0.5390753984868262,0.02497724583533001,0.055314301986189224,0.9881490691205032,0.10944775999302825,0.21011086889791797,0.20504048718998188,0.0050703817079360836,0.11974086993664126,-0.07779806532993117,0.23763467133248067,0.3539417754242382,0.33403491129684426,0.019906864127393925
491,491,87,58,25785,12770,13015,0.19428347689898198,0.8953956175498965,0.38269258018351815,0.5918845685761409,0.5691992843840276,0.022685284192113353,0.06238955051863235,0.9859389097153426,0.12240153596642149,0.22499870632638114,0.22075533261700991,0.004243373709371223,0.13189392638034964,-0.0905432921654461,0.26029104421709665,0.3668858622497598,0.34844395176701765,0.01844191048274213
492,492,87,57,25398,12844,12554,0.17253465031065796,0.9038187294977877,0.3302540375313929,0.5942890517797457,0.536350826747872,0.057938225031873625,0.0465587044534413,0.9903520621497504,0.09161695843312231,0.18745770966110495,0.1726843240340984,0.014773385627006558,0.12597594585721666,-0.08653333265196261,0.23863707909827056,0.4068313421186407,0.36366650271377365,0.04316483940486707
493,493,87,60,25726,12417,13309,0.15615688169445116,0.9268168030719848,0.3055782529136452,0.5163282620098821,0.487855253195028,0.02847300881485415,0.056938068776677134,0.9889945018225548,0.1123817214302064,0.2044636417451693,0.19323328977929333,0.011230351965875962,0.09921881291777403,-0.06217769875057,0.1931965314834388,0.31186462026471284,0.29462196341573466,0.01724265684897819
494,494,87,52,25240,11633,13607,0.1467552191932453,0.9370531432227172,0.29081008795798646,0.4812346022249303,0.4553614027015558,0.025873199523374524,0.0510616350038683,0.9903168345240458,0.10112901408299796,0.18732247624987697,0.18000620086857783,0.007316275381299142,0.095693584189377,-0.053263691301328686,0.1896810738749885,0.29391212597505334,0.27535520183297796,0.01855692414207538
495,495,87,52,27724,14750,12974,0.19361800524125172,0.898151805566805,0.38269273880224597,0.5860683876291949,0.5764684692298203,0.009599918399374574,0.08663480807769385,0.9751135648088877,0.17168779279549973,0.3121775929109847,0.3014871098775942,0.010690483033390485,0.10698319716355788,-0.0769617592420827,0.21100494600674624,0.2738907947182102,0.2749813593522261,-0.0010905646340159114
496,496,87,56,25256,12098,13158,0.16730038022813687,0.9187147993971612,0.32631697749525956,0.5326316190172993,0.5160229346718064,0.016608684345492897,0.06637460737311952,0.9840548400757445,0.13139057327614118,0.24219379399564156,0.236890325409359,0.005303468586282556,0.10092577285501735,-0.06534004067858334,0.1949264042191184,0.2904378250216577,0.2791326092624474,0.01130521575921034
497,497,87,54,25693,11926,13767,0.17098859591777438,0.9174928706442447,0.33544434523536526,0.5337234928854284,0.5159445329251415,0.01777895996028689,0.05404227500544781,0.9887354613759987,0.10701232209408931,0.2061336396509606,0.20086926716061584,0.005264372490344754,0.11694632091232657,-0.07124259073175399,0.22843202314127595,0.3275898532344678,0.3150752657645257,0.012514587469942134
498,498,87,55,25226,12047,13179,0.1780526272100938,0.9032436429508365,0.3454082104367349,0.5831042141428093,0.5489440104980869,0.03416020364472239,0.05013696355939238,0.9900456965939225,0.09926377650305357,0.1844069693929569,0.17931592285124662,0.005091046541710276,0.12791566365070142,-0.08680205364308602,0.24614443393368135,0.39869724474985246,0.3696280876468403,0.02906915710301211
499,499,87,55,23804,10702,13102,0.15669968230237338,0.9174638727958866,0.3132406684113644,0.5491782491658137,0.5182230154649755,0.03095523370083819,0.03816211265455655,0.9926807335832097,0.07423992211420186,0.15974718090811413,0.14872055590278133,0.011026625005332802,0.11853756964781684,-0.07521686078732315,0.23900074629716253,0.3894310682576996,0.3695024595621942,0.01992860869550539
500,500,87,53,28206,15457,12749,0.21724784887106166,0.8727744012113023,0.4263960046177105,0.6596641198096492,0.6341080020611626,0.02555611774848665,0.08410428931875526,0.9753129347425931,0.16779712797276736,0.3164749079689751,0.3006581933892495,0.01581671457972561,0.1331435595523064,-0.10253853353129072,0.25859887664494313,0.34318921184067414,0.3334498086719131,0.00973940316876104
501,501,87,54,25187,11757,13430,0.1469843633655994,0.9351873673458646,0.29339761214481563,0.483753000829631,0.4650535079824198,0.01869949284721123,0.049332312664795444,0.9900920609328225,0.0977614578054955,0.1859413416407772,0.18029500130493398,0.005646340335843214,0.09765205070080395,-0.05490469358695793,0.19563615433932013,0.29781165918885383,0.2847585066774858,0.013053152511368016
502,502,87,54,27262,13983,13279,0.17892913623013781,0.9049574075072506,0.35287477009470103,0.5784792606896865,0.5489530473713602,0.029526213318326278,0.05738383914451389,0.986806454064742,0.11415792579390927,0.21234550059264284,0.20708142310488098,0.005264077487761865,0.12154529708562392,-0.08184904655749137,0.23871684430079176,0.3661337600970436,0.3418716242664792,0.024262135830564413
503,503,87,53,25904,12728,13176,0.16169076052796982,0.9152285476240634,0.31960544227032983,0.5621083313377016,0.5258603308924766,0.036248000445224915,0.06314511232544019,0.9855711154587679,0.12478795990042654,0.2302989537321785,0.2255283176772665,0.004770636054912014,0.09854564820252963,-0.0703425678347045,0.1948174823699033,0.33180937760552304,0.30033201321521014,0.0314773643903129
504,504,87,49,27129,13471,13658,0.1558793381168546,0.9221632295617888,0.30394663711905867,0.5385526605583268,0.5024373045021072,0.03611535605621963,0.06025772441060184,0.9867743694690293,0.11849438664981604,0.21984409223050816,0.21463991157131407,0.005204180659194091,0.09562161370625274,-0.06461113990724054,0.18545225046924263,0.3187085683278187,0.28779739293079315,0.030911175397025537
505,505,87,57,23858,10685,13173,0.19016169437485766,0.8961176419727523,0.3678883378428125,0.6058780148394625,0.5675066971346334,0.038371317704829044,0.05617551051393001,0.9876608188193963,0.11166250531381083,0.20993139694536833,0.20235058163538436,0.007580815309983974,0.13398618386092764,-0.09154317684664393,0.25622583252900166,0.39594661789409413,0.3651561154992491,0.03079050239484507
506,506,87,50,26803,13281,13522,0.18146223928921015,0.9117557656962876,0.34994875593701286,0.546260106227713,0.5273158088503063,0.01894429737740677,0.08541635852684513,0.9764524017009331,0.1691020501289184,0.3035253539620207,0.28912048364638016,0.014404870315640528,0.09604588076236502,-0.06469663600464548,0.18084670580809445,0.24273475226569236,0.2381953252039261,0.0045394270617662436
507,507,87,57,25542,12157,13385,0.15853567426223383,0.9196951114833082,0.3140899775072671,0.5360941573976137,0.5107651786528731,0.025328978744740605,0.04203339639713745,0.9917755954047729,0.08345772126101755,0.16741276718827472,0.16122355834689878,0.006189208841375943,0.11650227786509638,-0.07208048392146471,0.23063225624624953,0.368681390209339,0.3495416203059743,0.019139769903364662
508,508,87,57,24688,11735,12953,0.16482668107774262,0.9177836319575762,0.3252936191483279,0.5429284401821348,0.5209465594589802,0.021981880723154656,0.061014060502769495,0.9861546239195682,0.12103067657245029,0.22734173066371166,0.22211519707988808,0.005226533583823578,0.10381262057497312,-0.06837099196199203,0.2042629425758776,0.31558670951842316,0.2988313623790921,0.016755347139331078
509,509,87,55,25221,12175,13046,0.1316112218304461,0.9452990665473395,0.2585777257601518,0.46369204726248464,0.42639156444777393,0.03730048281471071,0.045837804691093054,0.9917872629498339,0.09061287165521716,0.16736067791007225,0.16052859297269922,0.006832084937373029,0.08577341713935305,-0.04648819640249435,0.16796485410493467,0.2963313693524124,0.2658629714750747,0.030468397877337683
510,510,87,52,23996,10503,13493,0.16642863943635153,0.9153658362982745,0.32943583280871375,0.5542167627284709,0.5267954336355724,0.027421329092898516,0.058919439709478987,0.9871075786903416,0.11650906699048391,0.21384278728988643,0.2074824506480087,0.00636033664187774,0.10750919972687253,-0.0717417423920671,0.21292676581822984,0.34037397543858444,0.31931298298756366,0.021060992451020777
511,511,87,53,25698,12623,13075,0.16780114722753345,0.914667971557579,0.3325922801090425,0.5499990600031006,0.5239981240907233,0.026000935912377288,0.054028360928463914,0.988925844640932,0.10777044361494367,0.19582550086970313,0.1887687554082386,0.007056745461464536,0.11377278629906953,-0.07425787308335308,0.22482183649409884,0.3541735591333975,0.33522936868248476,0.01894419045091275
512,512,87,56,23827,11015,12812,0.18901497957330912,0.8916244438054486,0.3735549216300141,0.6184897180722144,0.5874393490246902,0.03105036904752423,0.06200635497049478,0.9862374045326605,0.12229938909122448,0.22006206684409835,0.21356623504051075,0.006495831803587593,0.12700862460281434,-0.09461296072721193,0.2512555325387896,0.3984276512281161,0.37387311398417944,0.024554537243936636
513,513,87,59,27820,15262,12558,0.18386685777990125,0.9071395945979309,0.36218006372069034,0.5614359418058077,0.5462723799113145,0.015163561894493194,0.08480649784997611,0.9750740341515669,0.1692455015542194,0.3158828791343049,0.3008357797263358,0.015047099407969111,0.09906035992992514,-0.06793443955363598,0.19293456216647092,0.2455530626715028,0.2454366001849787,0.00011646248652408264
514,514,87,56,25830,12309,13521,0.17881225119831018,0.9110736887689153,0.3515401241779809,0.549973436686725,0.5394719244802768,0.010501512206448238,0.06715479624288144,0.9831258265600198,0.13355698773734823,0.2589109349595846,0.24821412808590765,0.010696806873676967,0.11165745495542874,-0.07205213779110453,0.2179831364406327,0.29106250172714043,0.29125779639436916,-0.00019529466722872924
515,515,87,56,25453,11898,13555,0.150424197713021,0.928300737009695,0.2991886215420525,0.502376574638614,0.4848933841370544,0.017483190501559553,0.039670532862665996,0.9934004698364723,0.07609526047017502,0.1519334643765149,0.14417207724901013,0.007761387127504765,0.11075366485035501,-0.06509973282677739,0.2230933610718775,0.35044311026209907,0.34072130688804425,0.009721803374054788
516,516,87,51,25325,12662,12663,0.14656874358366895,0.9232549709426108,0.28817669493142234,0.541912771760384,0.49134773385034947,0.05056503791003453,0.05014609492221433,0.9890192808225847,0.09855890497344419,0.20000071174058048,0.18758125986523883,0.012419451875341658,0.09642264866145461,-0.06576430987997395,0.18961778995797815,0.3419120600198035,0.30376647398511064,0.03814558603469287
517,517,87,54,26837,13648,13189,0.1740181711606096,0.909235820184624,0.34233248012016126,0.5751102358467031,0.5401725393013128,0.03493769654539025,0.06528429073856976,0.9835716279961533,0.12945092525770835,0.24551501319964508,0.2404304280484716,0.005084585151173493,0.10873388042203985,-0.07433580781152926,0.21288155486245292,0.329595222647058,0.2997421112528412,0.029853111394216758
518,518,87,51,28864,15750,13114,0.19815873015873015,0.8911951119729067,0.3862622811922797,0.6099663501297244,0.5853004287927492,0.024665921336975205,0.08120634920634921,0.977947440152412,0.15950494201035606,0.2909880599292379,0.27926792639904824,0.011720133530189636,0.11695238095238093,-0.08675232817950529,0.22675733918192362,0.31897829020048657,0.306032502393701,0.01294578780678557
519,519,87,52,29125,16366,12759,0.1895392887694,0.8886844204363242,0.3771205172393927,0.6358415243294481,0.5911593108502986,0.04468221347914947,0.05798606867896859,0.9857961059794738,0.11582759230934714,0.21604012979328774,0.21073724610743963,0.005302883685848109,0.1315532200904314,-0.09711168554314953,0.2612929249300456,0.41980139453616033,0.380422064742859,0.03937932979330136
520,520,87,54,26923,14135,12788,0.18705035971223022,0.900267254552735,0.3687238511431669,0.5964189544427979,0.5657771408334353,0.030641813609362578,0.07194244604316546,0.9819333604339671,0.14124352077065527,0.26388485404519446,0.25620365131564105,0.007681202729553416,0.11510791366906475,-0.08166610588123202,0.22748033037251164,0.33253410039760345,0.3095734895177943,0.022960610879809162
521,521,87,59,27965,14377,13588,0.16499852811304092,0.9222078462048178,0.32834094536851527,0.5220973958621968,0.5050574358136621,0.017039960048534697,0.06542537533117457,0.9847454176116062,0.12840364261360193,0.23435292355706322,0.22857193371694606,0.005780989840117157,0.09957315278186635,-0.0625375714067884,0.19993730275491334,0.2877444723051336,0.2764855020967161,0.01125897020841754
522,522,87,55,26074,13272,12802,0.1982368896925859,0.8833957423488776,0.39236945581607907,0.6329525649140069,0.6035601764592993,0.029392388454707596,0.056660638939119955,0.9875502024199617,0.11271941149566087,0.208380665206189,0.20013053726987767,0.00825012793631133,0.14157625075346594,-0.10415446007108409,0.2796500443204182,0.42457189970781783,0.4034296391894216,0.021142260518396266
523,523,87,55,24777,11693,13084,0.15889636196881687,0.9159014865507438,0.3105278491420801,0.5503304102243021,0.5037956720494605,0.04653473817484155,0.03993842469853759,0.9925429082815553,0.07934323051182834,0.17800622172941313,0.15394957453192804,0.024056647197485098,0.11895793727027928,-0.07664142173081157,0.23118461863025175,0.3723241884948889,0.3498460975175325,0.022478090977356452
524,524,87,56,28690,15613,13077,0.2016908986101326,0.8880278908679192,0.3958375843613713,0.6185651128789464,0.5955622402061669,0.023002872672779562,0.08153461858707488,0.9768262665017091,0.16209180255544464,0.29548799979593715,0.2850731446489489,0.010414855146988256,0.12015628002305771,-0.0887983756337899,0.23374578180592664,0.3230771130830093,0.310489095557218,0.012588017525791306
525,525,87,56,29196,15958,13238,0.18178969795713748,0.9054788161914904,0.3581802139969285,0.5747901812336143,0.5554686477463536,0.019321533487260623,0.07137485900488783,0.9809612314967673,0.1419610959051541,0.2702406168116806,0.25859530473196657,0.011645312079714032,0.11041483895224966,-0.07548241530527688,0.2162191180917744,0.30454956442193365,0.29687334301438706,0.007676221407546591
526,526,87,56,27171,14510,12661,0.18758391912171235,0.8972859507516993,0.3675661640714054,0.5893026787668056,0.5647203191835244,0.024582359583281255,0.04803583735354928,0.9906885898190915,0.09352612370585536,0.19250762129751903,0.17417460014155592,0.01833302115596311,0.13954808176816308,-0.09340263906739221,0.2740400403655501,0.3967950574692866,0.39054571904196844,0.006249338427318146
527,527,87,54,25829,12684,13145,0.14416127805249143,0.9363574527571867,0.28582422315969935,0.4815671479456275,0.45523891640562497,0.026328231540002522,0.05518763796909492,0.9886222960816327,0.10778967677191513,0.20480379104983862,0.20115297442965707,0.003650816620181546,0.0889736400833965,-0.05226484332444592,0.1780345463877842,0.2767633568957889,0.2540859419759679,0.022677414919820976
528,528,87,54,26035,13424,12611,0.2021752085816448,0.8824081754733106,0.3989051005379737,0.6624451534372098,0.6073038693464148,0.055141284090794995,0.07905796526841646,0.9782114117459368,0.15626176383275514,0.2911740264600059,0.27941588730468647,0.011758139155319425,0.12311724331322835,-0.09580323627262621,0.24264333670521854,0.3712711269772039,0.3278879820417283,0.04338314493547557
529,529,87,51,25136,11655,13481,0.13277946739856095,0.9455868343042886,0.2631849754318414,0.45438309616385414,0.42507660325848784,0.0293064929053663,0.04554558267190861,0.9914508975261145,0.0881291180230428,0.17618739013722984,0.16422583008430736,0.011961560052922482,0.08723388472665233,-0.0458640632218259,0.1750558574087986,0.2781957060266243,0.2608507731741805,0.017344932852443817
530,530,87,54,25556,12387,13169,0.17108360543701115,0.9161946971232747,0.3345309346511447,0.5372363153287557,0.522204449005011,0.015031866323744758,0.06416584402764067,0.9851566077455621,0.1282653031379983,0.23651395447306217,0.2303080861956575,0.006205868277404658,0.10691776140937048,-0.0689619106222874,0.2062656315131464,0.30072236085569354,0.29189636280935344,0.0088259980463401
531,531,87,56,26150,12624,13526,0.1836977186311787,0.9060114379535109,0.3645408214419509,0.5634017798053983,0.5511881497756517,0.012213630029746625,0.06262013899157179,0.9856765115984669,0.12336658057232683,0.23355201673130993,0.2284812538646111,0.00507076286669883,0.12107757963960691,-0.07966507364495601,0.24117424086962405,0.32984976307408836,0.32270689591104057,0.007142867163047795
532,532,87,56,24051,10475,13576,0.12305489260143199,0.9506589721015466,0.24522854454653234,0.43809347727666026,0.4032583099160645,0.034835167360595776,0.0471599045346062,0.9910139998565487,0.09386528662823486,0.17571324505511998,0.16972403026137312,0.0059892147937468665,0.07589498806682579,-0.040355027755002104,0.15136325791829747,0.2623802322215403,0.23353427965469137,0.02884595256684891
533,533,87,53,25352,12637,12715,0.16752393764342802,0.9221493625305115,0.32819786449985155,0.5196766445197333,0.5045358493773296,0.015140795142403629,0.07911915060951633,0.9782313146382031,0.15702166154347486,0.29475640302954764,0.28475452751011554,0.010001875519432102,0.08840478703391169,-0.056081952107691624,0.1711762029563767,0.22492024149018564,0.2197813218672141,0.005138919622971527
534,534,87,56,28719,15334,13385,0.1923048188270452,0.8925690632378507,0.3831464929404817,0.6081194158743078,0.591958851877228,0.01616056399707988,0.06888307807246918,0.9826851870483551,0.13663653382272428,0.2609706104814791,0.2505719395291989,0.010398670952280253,0.12342174075457601,-0.09011612381050438,0.24650995911775742,0.3471488053928287,0.3413869123480291,0.005761893044799626
535,535,87,59,24187,11009,13178,0.1721809075732281,0.9142740398620586,0.33754369295194825,0.5431232361005531,0.5246789941104011,0.018444241990152044,0.06776273957670996,0.9837807960238826,0.1348095608139485,0.24701811306644522,0.24006961791934575,0.0069484951470994705,0.10441816799651814,-0.069506756161824,0.20273413213799976,0.2961051230341079,0.2846093761910553,0.011495746843052573
536,536,87,50,29512,16348,13164,0.1988622461463176,0.8863057976626126,0.39498223350423634,0.6321452230327251,0.6080812763723086,0.024063946660416557,0.07398966879367973,0.980308905080081,0.14482251607898905,0.29252682301837785,0.2688669306598206,0.023659892358557255,0.12487257735263786,-0.09400310741746831,0.2501597174252473,0.3396184000143473,0.339214345712488,0.00040405430185930236
537,537,87,55,24685,11701,12984,0.1566543438077634,0.9226337216071236,0.30718806098114326,0.5243977989087549,0.494530509742035,0.029867289166719935,0.04674814118451415,0.990961534218576,0.09157287613536358,0.18510631414623252,0.16902270059126878,0.016083613554963738,0.10990620262324927,-0.06832781261145238,0.21561518484577968,0.3392914847625224,0.3255078091507662,0.013783675611756196
538,538,87,57,27519,14512,13007,0.18082570923348967,0.9120658696288464,0.35682523887358086,0.5463123609334746,0.5323668818830924,0.013945479050382126,0.07724641675854466,0.9790478378871388,0.1504554169330754,0.29777308979200356,0.27766720685713764,0.020105882934865926,0.10357929247494502,-0.06698196825829239,0.20636982194050546,0.248539271141471,0.2546996750259548,-0.0061604038844838005
539,539,87,54,24341,11829,12512,0.17068222165863556,0.9181055389632614,0.3349177722010085,0.5384616043158924,0.5171162833914356,0.021345320924456845,0.06689578005115089,0.9835750544470123,0.13327509589441527,0.24850299004266,0.2424393221162155,0.006063667926444499,0.10378644160748467,-0.0654695154837509,0.20164267630659322,0.28995861427323244,0.27467696127522007,0.015281652998012346
540,540,87,56,29194,16674,12520,0.21194674343288952,0.8759326926503777,0.4158823631978926,0.6690467548007581,0.6208208724976068,0.04822588230315139,0.08036463955859421,0.9769013670726094,0.1598758910296722,0.30274991910193294,0.28748565124490266,0.015264267857030278,0.1315821038742953,-0.10096867442223179,0.2560064721682204,0.3662968356988252,0.3333352212527041,0.03296161444612111
541,541,87,57,24790,12188,12602,0.18313094847390876,0.9049783207816472,0.3626006144960503,0.577272345742021,0.5544502291016333,0.02282211664038769,0.07195602231703314,0.9809643105498386,0.14313520022530168,0.2731415089861979,0.26564690124987167,0.007494607736326209,0.11117492615687562,-0.07598598976819138,0.21946541427074862,0.30413083675582314,0.28880332785176166,0.015327508904061482
542,542,87,53,25013,11567,13446,0.14733006098467946,0.935672345588226,0.29119823417598945,0.4874265399596952,0.4648506439807194,0.022575895978975802,0.062332497622546904,0.986799678148023,0.12333900568380807,0.22288309961357877,0.21775990635971643,0.005123193253862346,0.08499756336213256,-0.05112733255979707,0.16785922849218138,0.26454344034611643,0.24709073762100298,0.017452702725113456
543,543,87,53,26029,12566,13463,0.16870921534298902,0.9114176664407205,0.32964133139926927,0.5649968209081895,0.5302971302892354,0.03469969061895406,0.05586503262772561,0.9882543101932308,0.10962576631263037,0.2089803428775113,0.20354072052944183,0.005439622348069467,0.11284418271526342,-0.07683664375251031,0.2200155650866389,0.35601647803067815,0.3267564097597936,0.029260068270884593
544,544,87,52,24372,10655,13717,0.15692163303613327,0.9155566602454996,0.3070397391091976,0.5649697423255736,0.5157662926495894,0.04920344967598422,0.04425165852591675,0.9918662244272992,0.08740123089493536,0.16922508905606226,0.16198411154276796,0.0072409775132943055,0.11266997451021651,-0.07630956418179957,0.21963850821426223,0.39574465326951136,0.35378218110682147,0.04196247216268992
545,545,87,58,29598,17002,12596,0.18821315139395364,0.8953157244422592,0.3716332907465466,0.6202238911233702,0.5773948118975631,0.04282907922580703,0.06734501823314905,0.9827578473292645,0.13385664862471675,0.25501008080766624,0.24683741778057885,0.008172663027087385,0.1208681331608046,-0.08744212288700537,0.23777664212182986,0.36521381031570394,0.33055739411698426,0.03465641619871965
546,546,87,57,27215,14293,12922,0.17665990344924087,0.9122078509191083,0.3488099996412447,0.5564503089516968,0.5332254424605412,0.023224866491155627,0.06926172419130165,0.9821805397123955,0.13784791533132837,0.26140005415139633,0.2534194362150485,0.007980617936347856,0.10739817925793922,-0.06997268879328722,0.21096208430991634,0.29505025480030045,0.2798060062454927,0.015244248554807771
547,547,87,56,25965,12896,13069,0.15307071960297766,0.9258903123135136,0.2997693977584521,0.5147926294955126,0.4885214472820764,0.026271182213436217,0.04147218608921876,0.9926490536628738,0.08193389870750911,0.16354533777776914,0.1532655353027924,0.01027980247497673,0.1115985335137589,-0.06675874134936022,0.21783549905094302,0.3512472917177435,0.335255911979284,0.015991379738459488
548,548,87,57,27930,15203,12727,0.19108980906733716,0.8915096028328411,0.37868071914796875,0.6266605776559169,0.5902038148700994,0.03645676278581744,0.07550876090201933,0.9799839092313152,0.14952524769407452,0.27725382783381436,0.26941164822070307,0.007842179613111289,0.11558104816531783,-0.08847430639847409,0.22915547145389423,0.3494067498221025,0.32079216664939636,0.028614583172706154
